valve_model,valve_model_clean,position,size_mm,n,mean_gradient_mmHg_mean,mean_gradient_sd,peak_velocity,peak_gradient_mmHg_mean,peak_gradient_mmHg_sd,eoa_cm2_mean,eoa_sd,dvi_mean,dvi_sd,canonical_model,source_table,source_page,confidence,source,retrieved_at
Starr-Edwards (Cagedball),Starr-Edwards (Cagedball),aortic,27,,18.5,3.7,,30.8,6.3,,,,,,Table A4,56,medium,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Starr-Edwards (Cagedball),Starr-Edwards (Cagedball),aortic,29,,16.3,5.5,,29.0,9.3,,,,,,Table A4,56,medium,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinBicarbon,Sorin Bicarbon,aortic,19,,16.7,2.0,,30.1,4.5,1.4,0.1,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinBicarbon (Bileaflet),Sorin Bicarbon (Bileaflet),aortic,21,,10.0,3.3,,22.0,7.1,1.2,0.4,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinBicarbon (Bileaflet),Sorin Bicarbon (Bileaflet),aortic,23,,7.7,3.3,,16.8,6.1,1.5,0.2,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinBicarbon (Bileaflet),Sorin Bicarbon (Bileaflet),aortic,25,,5.6,1.6,,11.2,3.1,2.4,0.3,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPericarbonStentless,Sorin Pericarbon Stentless,aortic,19,,28.9,7.3,,36.5,9.0,1.2,0.5,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPericarbonStentless,Sorin Pericarbon Stentless,aortic,21,,23.8,11.1,,28.0,13.3,1.3,0.6,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPericarbonStentless,Sorin Pericarbon Stentless,aortic,23,,23.2,7.6,,27.5,11.5,1.5,0.5,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPercevalSutureless,Sorin Perceval Sutureless,aortic,21,,10.1,4.2,,,,1.3,0.3,,,Perceval,Table A4,56,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPercevalSutureless,Sorin Perceval Sutureless,aortic,23,,9.4,5.5,,,,1.5,0.4,,,Perceval,Table A4,56,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPercevalSutureless,Sorin Perceval Sutureless,aortic,25,,8.5,4.6,,,,1.5,0.4,,,Perceval,Table A4,56,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
SorinPercevalSutureless,Sorin Perceval Sutureless,aortic,27,,9.7,4.7,,,,1.6,0.4,,,Perceval,Table A4,56,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical,St.Jude Medical,aortic,19,,17.0,7.8,,28.5,10.7,1.9,0.1,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical HaemPlusBileaflet,St.Jude Medical Haem Plus Bileaflet,aortic,21,,16.3,17.0,,,,1.8,0.5,,,,Table A4,56,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical HaemPlusBileaflet,St.Jude Medical Haem Plus Bileaflet,aortic,23,,12.1,4.2,,16.8,7.3,1.7,0.5,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalRegent,St.Jude Medical Regent,aortic,19,,11.0,4.9,,20.6,12.0,1.6,0.4,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalRegent (Bileaflet),St.Jude Medical Regent (Bileaflet),aortic,21,,8.0,4.8,,15.6,9.4,2.0,0.7,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalRegent (Bileaflet),St.Jude Medical Regent (Bileaflet),aortic,23,,6.9,3.5,,12.8,6.8,2.3,0.9,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalRegent (Bileaflet),St.Jude Medical Regent (Bileaflet),aortic,25,,5.6,3.2,,11.7,6.8,2.5,0.8,,,,Table A4,56,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalRegent (Bileaflet),St.Jude Medical Regent (Bileaflet),aortic,27,,7.9,5.5,,,,3.5,1.7,,,,Table A4,56,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalStandard,St.Jude Medical Standard,aortic,19,,24.5,5.8,,42.0,10.0,1.5,0.1,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalStandard (Bileaflet),St.Jude Medical Standard (Bileaflet),aortic,21,,15.2,5.0,,25.7,9.5,1.4,0.4,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalStandard (Bileaflet),St.Jude Medical Standard (Bileaflet),aortic,23,,13.4,5.6,,21.8,7.5,1.6,0.4,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalStandard (Bileaflet),St.Jude Medical Standard (Bileaflet),aortic,25,,11.0,5.3,,18.9,7.3,1.9,0.5,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalStandard (Bileaflet),St.Jude Medical Standard (Bileaflet),aortic,27,,8.4,3.4,,13.7,4.2,2.5,0.4,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedicalStandard (Bileaflet),St.Jude Medical Standard (Bileaflet),aortic,29,,7.0,1.7,,13.5,5.8,2.8,0.5,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical,St.Jude Medical,aortic,21,,10.7,7.2,,22.6,14.5,1.3,0.6,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical (Stentless),St.Jude Medical (Stentless),aortic,23,,8.2,4.7,,16.2,9.0,1.6,0.6,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical (Stentless),St.Jude Medical (Stentless),aortic,25,,6.3,4.1,,12.7,8.2,1.8,0.5,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical (Stentless),St.Jude Medical (Stentless),aortic,27,,5.0,2.9,,10.1,5.8,2.0,0.3,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
St.JudeMedical (Stentless),St.Jude Medical (Stentless),aortic,29,,7.7,4.4,,,,4.1,2.4,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
AbbottEpic,Abbott Epic,aortic,27,,6.1,2.9,,,,1.4,0.7,,,Epic,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
AbbottEpic,Abbott Epic,aortic,29,,5.5,1.7,,,,1.5,0.5,,,Epic,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
AbbottEpic,Abbott Epic,aortic,31,,4.8,1.4,,,,1.6,0.3,,,Epic,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
AbbottEpic,Abbott Epic,aortic,33,,,,,,,4.1,1.6,,,Epic,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Biocor,Biocor,aortic,27,,13.0,1.0,,,,,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Biocor (Stentlessbioprosthesis),Biocor (Stentlessbioprosthesis),aortic,29,,14.0,2.5,,,,,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Biocor (Stentlessbioprosthesis),Biocor (Stentlessbioprosthesis),aortic,31,,11.5,0.5,,,,,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Biocor (Stentlessbioprosthesis),Biocor (Stentlessbioprosthesis),aortic,33,,12.0,0.5,,,,,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bioflopericardial,Bioflopericardial,aortic,25,,6.3,1.5,,10.0,2.0,2.0,0.1,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bioflopericardial (Stentedbioprosthesis),Bioflopericardial (Stentedbioprosthesis),aortic,27,,5.4,1.2,,9.5,2.6,2.0,0.3,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bioflopericardial (Stentedbioprosthesis),Bioflopericardial (Stentedbioprosthesis),aortic,29,,5.0,2.8,,,,3.6,1.0,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bioflopericardial (Stentedbioprosthesis),Bioflopericardial (Stentedbioprosthesis),aortic,31,,,,,,,4.0,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shiley,Bjork-Shiley,aortic,23,,115.0,,,,,1.7,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shiley (Tiltingdisk),Bjork-Shiley (Tiltingdisk),aortic,25,,,,,,,1.75,0.38,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shiley (Tiltingdisk),Bjork-Shiley (Tiltingdisk),aortic,27,,,,,,,1.6,0.49,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shiley (Tiltingdisk),Bjork-Shiley (Tiltingdisk),aortic,29,,7.83,2.93,,79.0,17.0,2.83,1.27,,,,Table A4,57,medium,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shiley (Tiltingdisk),Bjork-Shiley (Tiltingdisk),aortic,31,,6.0,3.0,,70.0,14.0,2.0,1.9,,,,Table A4,57,medium,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shileymonostrut,Bjork-Shileymonostrut,aortic,23,,5.0,,,,,1.9,,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shileymonostrut (Tiltingdisk),Bjork-Shileymonostrut (Tiltingdisk),aortic,25,,5.57,2.3,,13.0,2.5,1.8,0.3,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shileymonostrut (Tiltingdisk),Bjork-Shileymonostrut (Tiltingdisk),aortic,27,,4.53,2.2,,12.0,2.5,1.7,0.4,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shileymonostrut (Tiltingdisk),Bjork-Shileymonostrut (Tiltingdisk),aortic,29,,13.0,3.0,,,,4.26,1.6,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Bjork-Shileymonostrut (Tiltingdisk),Bjork-Shileymonostrut (Tiltingdisk),aortic,31,,4.9,1.6,,14.0,4.5,1.7,0.3,,,,Table A4,57,high,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Carbomedics,Carbomedics,aortic,23,,126.0,7.0,,,,1.9,0.1,,,,Table A4,57,low,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
Carbomedics (Bileaflet),Carbomedics (Bileaflet),aortic,25,,10.3,2.3,,93.0,8.0,3.6,0.6,,,,Table A4,57,medium,"Zoghbi WA, Jone PN, Chamsi-Pasha MA, et al. Guidelines for the Evaluation of Prosthetic Valve Function With Cardiovascular Imaging: A Report from the American Society of Echocardiography. J Am Soc Echocardiogr 2024;37:2-63, Appendix Tables A1-A4",2026-09-16T12:15:51Z
